CYC,Cyclopharm Ltd,Health Care,,,,
CYG,Coventry Group Ltd,Industrials,,,,
CYL,Catalyst Metals Ltd,Materials,,,,
CYM,Cyprium Metals Ltd,Materials,,,,
CYP,Cynata Therapeutics Ltd,Health Care,,,,
CYQ,CYCLIQ Group Ltd,Consumer Discretionary,,,,
CZI,Cassini Resources Ltd,Materials,,,,
CZL,Consolidated ZINC Ltd,Materials,,,,
CZN,Corazon Mining Ltd,Materials,,,,
CZR,Coziron Resources Ltd,Materials,,,,
D13,Delaware Thirteen Ltd,Industrials,,,,
D2O,Duxton Water Ltd,,,,,
DAF,Discovery Africa Ltd,Materials,,,,
DAU,Dampier Gold Ltd,Materials,,,,
DAV,Davenport Resources Ltd,Materials,,,,
DBBF,Betashares Diversified Balanced ETF,,,,,
DBF,Duxton Broadacre Farms Ltd,Consumer Staples,,,,
DCC,Digitalx Ltd,Information Technology,,,,
DCG,Decmil Group Ltd,Industrials,,,,
DCL,Domacom Ltd,Financials,,,,
DCN,Dacian Gold Ltd,Materials,,,,
DCX,Discovex Resources Ltd,Materials,,,,
DDD,3D Resources Ltd,Materials,,,,
DDR,Dicker Data Ltd,Information Technology,,,,
DDT,Datadot Technology Ltd,Consumer Discretionary,,,,
DEG,De Grey Mining Ltd,Materials,,,,
DEM,De.Mem Ltd,Utilities,,,,
DEV,DEVEX Resources Ltd,Energy,,,,
DFM,Dongfang Modern Agriculture Holding Group Ltd,Consumer Staples,,,,
DGGF,Betashares Diversified Growth ETF,,,,,
DGH,Desane Group Holdings Ltd,Real Estate,,,,
DGO,DGO Gold Ltd,Materials,,,,
DGR,DGR Global Ltd,Materials,,,,
DHG,Domain Holdings Australia Ltd,Communication Services,,,,
DHHF,Betashares Diversified High Growth ETF,,,,,
DHR,Dark Horse Resources Ltd,Materials,,,,
DIV,Ubs IQ Morningstar Australia Dividend Yield ETF,,,,,
DJRE,SPDR Dow Jones Global Real Estate Fund,,,,,
DJW,Djerriwarrh Investments Ltd,,,,,
DKM,Duketon Mining Ltd,Materials,,,,
DLC,Delecta Ltd,Consumer Discretionary,,,,
DME,Dome Gold Mines Ltd,Materials,,,,
DMG,Dragon Mountain Gold Ltd,Materials,,,,
DMKT,AMP Capital Dynamic Markets Fund (Hedge Fund),,,,,
DMP,Domino's PIZZA Enterprises Ltd,Consumer Discretionary,,,,
DNA,Donaco International Ltd,Consumer Discretionary,,,,
DNK,Danakali Ltd,Materials,,,,
DOR,Doriemus Plc,Energy,,,,
DOW,Downer Edi Ltd,Industrials,,,,
DRE,Dreadnought Resources Ltd,Materials,,,,
DRO,Droneshield Ltd,Industrials,,,,
DRUG,Betashares Global Healthcare ETF - Currency Hedged,,,,,
DRX,Diatreme Resources Ltd,Materials,,,,
DSE,Dropsuite Ltd,Information Technology,,,,
DTC,Damstra Holdings Ltd,Information Technology,,,,
DTI,DTI Group Ltd,Information Technology,,,,
DTL,Data#3 Ltd,Information Technology,,,,
DTM,Dart Mining NL,Materials,,,,
DTR,Dateline Resources Ltd,Materials,,,,
DTS,Dragontail Systems Ltd,Information Technology,,,,
DTZ,DOTZ Nano Ltd,Information Technology,,,,
DUB,Dubber Corporation Ltd,Information Technology,,,,
DUI,Diversified United Investment Ltd,,,,,
DVL,Dorsavi Ltd,Health Care,,,,
DVN,Devine Ltd,Real Estate,,,,
DW8,Digital Wine Ventures Ltd,Consumer Discretionary,,,,
DWS,DWS Ltd,Information Technology,,,,
DXB,Dimerix Ltd,Health Care,,,,
DXN,DXN Ltd,Information Technology,,,,
DXS,Dexus,Real Estate,,,,
DYL,Deep Yellow Ltd,Energy,,,,
DZZF,Betashares Diversified Conservative Income ETF,,,,,
E25,Element 25 Ltd,Materials,,,,
E2E,Eon NRG Ltd,Energy,,,,
E2M,E2 Metals Ltd,Materials,,,,
EAF,Evans & Partners Asia Fund,,,,,
EAI,Ellerston Asian Investments Ltd,,,,,
EAS,Easton Investments Ltd,Financials,,,,
EAX,Energy Action Ltd,Industrials,,,,
EBG,Eumundi Group Ltd,Consumer Discretionary,,,,
EBND,Vaneck Emerging Inc Opportunities Active ETF (Managed Fund),,,,,
EBO,Ebos Group Ltd,Health Care,,,,
ECF,Elanor Commercial Property Fund,Real Estate,,,,
ECG,Ecargo Holdings Ltd,Industrials,,,,
ECL,Excelsior Capital Ltd,Industrials,,,,
ECP,ECP Emerging Growth Ltd,,,,,
ECS,ECS Botanics Holdings Ltd,Health Care,,,,
ECT,Environmental Clean Technologies Ltd,Industrials,,,,
ECX,Eclipx Group Ltd,Financials,,,,
ED1,Evans Dixon Ltd,Financials,,,,
EDC,Eildon Capital Fund,Financials,,,,
EDE,Eden Innovations Ltd,Energy,,,,
EEG,Empire Energy Group Ltd,Energy,,,,
EER,East Energy Resources Ltd,Energy,,,,
EEU,Betashares Euro ETF,,,,,
EFE,Eastern Iron Ltd,Materials,,,,
EFF,Evans & Partners Australian Flagship Fund,,,,,
EGD,Evans & Partners Global Disruption Fund,,,,,
EGF,Evans & Partners Global Flagship Fund,,,,,
EGG,Enero Group Ltd,Communication Services,,,,
EGH,Eureka Group Holdings Ltd,Real Estate,,,,
EGI,Ellerston Global Investments Ltd,,,,,
EGL,Environmental Group Ltd (the),Industrials,,,,
EGN,Engenco Ltd,Industrials,,,,
EGO,Empire Oil & Gas NL,Energy,,,,
EGR,Ecograf Ltd,Materials,,,,
EGY,Energy Technologies Ltd,Industrials,,,,
EHE,Estia Health Ltd,Health Care,,,,
EHH,Eagle Health Holdings Ltd,Consumer Staples,,,,
EHL,Emeco Holdings Ltd,Industrials,,,,
EHX,Ehr Resources Ltd,Materials,,,,
EIGA,Einvest Income Generator Fund (Managed Fund),,,,,
EINC,Betashares Legg Mason Equity Income Fund (Managed Fund),,,,,
ELD,Elders Ltd,Consumer Staples,,,,
ELE,Elmore Ltd,Materials,,,,
ELO,Elmo Software Ltd,Information Technology,,,,
ELS,Elsight Ltd,Information Technology,,,,
ELT,Elementos Ltd,Materials,,,,
ELX,ELLEX Medical Lasers Ltd,Health Care,,,,
EM1,Emerge Gaming Ltd,Communication Services,,,,
EM2,Eagle Mountain Mining Ltd,Materials,,,,
EMB,Embelton Ltd,Industrials,,,,
EMD,Emerald Clinics Ltd,Health Care,,,,
EME,Energy Metals Ltd,Energy,,,,
EMH,European Metals Holdings Ltd,Materials,,,,
EMKT,Vaneck Vectors MSCI Multifactor Emerging Markets Equity ETF,,,,,
EML,EML Payments Ltd,Information Technology,,,,
EMMG,Betashares Legg Mason Emerging Markets Fund (Managed Fund),,,,,
EMN,Euro Manganese Inc,Materials,,,,
EMP,Emperor Energy Ltd,Energy,,,,
EMR,Emerald Resources NL,Materials,,,,
EMT,Emetals Ltd,,,,,
EMU,EMU NL,Materials,,,,
EMUCA,EMU NL,,,,,
EMV,Emvision Medical Devices Ltd,Health Care,,,,
EN1,Engage:BDR Ltd,Communication Services,,,,
ENA,Ensurance Ltd,Financials,,,,
ENB,Eneabba Gas Ltd,Utilities,,,,
ENE,Enevis Ltd,Industrials,,,,
ENN,Elanor Investors Group,Consumer Discretionary,,,,
ENR,Encounter Resources Ltd,Materials,,,,
ENT,Enterprise Metals Ltd,Materials,,,,
ENX,Enegex Ltd,Energy,,,,
EOF,Ecofibre Ltd,Health Care,,,,
EOL,Energy One Ltd,Information Technology,,,,
EOR,EOR Group Ltd,Energy,,,,
EOS,Electro Optic Systems Holdings Ltd,Industrials,,,,
EPD,Empired Ltd,Information Technology,,,,
EPM,Eclipse Metals Ltd,Energy,,,,
EQE,EQUUS Mining Ltd,Materials,,,,
EQT,EQT Holdings Ltd,Financials,,,,
EQX,Equatorial Resources Ltd,Materials,,,,
ERA,Energy Resources of Australia Ltd,Energy,,,,
ERF,Elanor Retail Property Fund,Real Estate,,,,
ERG,Eneco Refresh Ltd,Consumer Staples,,,,
ERL,Empire Resources Ltd,Materials,,,,
ERM,Emmerson Resources Ltd,Materials,,,,
ERX,Exore Resources Ltd,Materials,,,,
ESE,Esense-Lab Ltd,Health Care,,,,
ESGI,Vaneck Vectors MSCI International Sustainable Equity ETF,,,,,
ESH,Esports Mogul Ltd,Communication Services,,,,
ESK,Etherstack Plc,Information Technology,,,,
ESL,Eco Systems Ltd,Real Estate,,,,
ESR,Estrella Resources Ltd,Materials,,,,
ESTX,ETFs Euro STOXX 50 ETF,,,,,
ETF,Ubs IQ Morningstar Australia Quality ETF,,,,,
ETHI,Betashares Global Sustainability Leaders ETF,,,,,
ETPMAG,ETFs Group,,,,,
ETPMPD,ETFs Group,,,,,
ETPMPM,ETFs Group,,,,,
ETPMPT,ETFs Group,,,,,
EUC,European Cobalt Ltd,Materials,,,,
EUR,European Lithium Ltd,Materials,,,,
EVE,EVE Investments Ltd,Financials,,,,
EVN,Evolution Mining Ltd,Materials,,,,
EVO,Evolve Education Group Ltd,Consumer Discretionary,,,,
EVS,Envirosuite Ltd,Information Technology,,,,
EVT,Event Hospitality and Entertainment Ltd,Communication Services,,,,
EVZ,EVZ Ltd,Industrials,,,,
EWC,Energy World Corporation Ltd,Utilities,,,,
EX1,Exopharm Ltd,Health Care,,,,
EX20,Betashares Australian Ex-20 Portfolio Diversifier ETF,,,,,
EXL,Elixinol Global Ltd,Consumer Staples,,,,
EXO,ENNOX Group Ltd,Financials,,,,
EXP,Experience Co Ltd,Consumer Discretionary,,,,
EXR,Elixir Energy Ltd,Energy,,,,
EZL,EUROZ Ltd,Financials,,,,
F100,Betashares Ftse 100 ETF,,,,,
FAIR,Betashares Australian Sustainability Leaders ETF,,,,,
FAM,Family Insights Group Ltd,Information Technology,,,,
FANG,ETFs Fang+ ETF,,,,,
FAR,FAR Ltd,Energy,,,,
FAU,First Au Ltd,Materials,,,,
FBR,FBR Ltd,Industrials,,,,
FBU,Fletcher Building Ltd,Materials,,,,
FCG,Frontier Capital Group Ltd,Consumer Discretionary,,,,
FCL,Fineos Corporation Holdings Plc,Information Technology,,,,
FCT,Firstwave Cloud Technology Ltd,Information Technology,,,,
FDM,Freedom Oil and Gas Ltd,Energy,,,,
FDV,Frontier Digital Ventures Ltd,Communication Services,,,,
FDX,Frontier Diamonds Ltd,Materials,,,,
FE8,Faster Enterprises Ltd,Real Estate,,,,
FEI,Fe Investments Group Ltd,Financials,,,,
FEL,Fe Ltd,Materials,,,,
FEMX,Fidelity Global Emerging Markets Fund (Managed Fund),,,,,
FEX,FENIX Resources Ltd,Materials,,,,
FFC,Farmaforce Ltd,Health Care,,,,
FFG,Fatfish Blockchain Ltd,Financials,,,,
FFI,FFI Holdings Ltd,Consumer Staples,,,,
FFL,Founders First Ltd,Consumer Staples,,,,
FFR,Firefly Resources Ltd,Materials,,,,
FGG,Future Generation Global Investment Company Ltd,,,,,
FGO,Flamingo Ai Ltd,Information Technology,,,,
FGR,First Graphene Ltd,Materials,,,,
FGX,Future Generation Investment Company Ltd,,,,,
FHS,Freehill Mining Ltd,Materials,,,,
FID,Fiducian Group Ltd,Financials,,,,
FIG,Freedom Insurance Group Ltd,Financials,,,,
FIJ,Fiji Kava Ltd,Consumer Staples,,,,
FIN,FIN Resources Ltd,Materials,,,,
FLC,Fluence Corporation Ltd,Industrials,,,,
FLN,Freelancer Ltd,Industrials,,,,
FLOT,Vaneck Vectors Australian Floating Rate ETF,,,,,
FLT,Flight Centre Travel Group Ltd,Consumer Discretionary,,,,
FMG,Fortescue Metals Group Ltd,Materials,,,,
FML,Focus Minerals Ltd,Materials,,,,
FMS,Flinders Mines Ltd,Materials,,,,
FNP,Freedom Foods Group Ltd,Consumer Staples,,,,
FNT,Frontier Resources Ltd,Materials,,,,
FOD,The Food Revolution Group Ltd,Consumer Staples,,,,
FOOD,Betashares Global Agriculture ETF - Currency Hedged,,,,,
FOR,Forager Australian Shares Fund,,,,,
FPC,Fat Prophets Global Contrarian Fund Ltd,,,,,
FPH,Fisher & Paykel Healthcare Corporation Ltd,Health Care,,,,
FPL,Fremont Petroleum Corporation Ltd,Energy,,,,
FPP,Fat Prophets Global Property Fund,,,,,
FRI,Finbar Group Ltd,Real Estate,,,,
FRM,Farm Pride Foods Ltd,Consumer Staples,,,,
FRN,Fraser Range Metals Group Ltd,Materials,,,,
FRX,Flexiroam Ltd,,,,,
FSA,FSA Group Ltd,Financials,,,,
FSF,Fonterra Shareholders' Fund,Consumer Staples,,,,
FSG,Field Solutions Holdings Ltd,,,,,
FSI,Flagship Investments Ltd,,,,,
FTC,Fintech Chain Ltd,Information Technology,,,,
FTT,Factor Therapeutics Ltd,Health Care,,,,
FTZ,Fertoz Ltd,Materials,,,,
FUEL,Betashares Global Energy Companies ETF - Currency Hedged,,,,,
FUN,Funtastic Ltd,Consumer Discretionary,,,,
FWD,Fleetwood Corporation Ltd,Consumer Discretionary,,,,
FXL,Flexigroup Ltd,Financials,,,,
FYI,FYI Resources Ltd,Materials,,,,
FZO,Family ZONE Cyber Safety Ltd,Information Technology,,,,
FZR,Fitzroy River Corporation Ltd,Energy,,,,
G1A,Galena Mining Ltd,Materials,,,,
G88,Golden Mile Resources Ltd,Materials,,,,
GAL,Galileo Mining Ltd,Materials,,,,
GAP,Gale Pacific Ltd,Consumer Discretionary,,,,
GAS,State GAS Ltd,Energy,,,,
GBE,Globe Metals & Mining Ltd,Materials,,,,
GBM,GBM Gold Ltd,Materials,,,,
GBND,Betashares Sustainability Leaders DVRSFD Bond ETF - Cur HDG,,,,,
GBP,Global Petroleum Ltd,Energy,,,,
GBR,Great Boulder Resources Ltd,Materials,,,,
GBZ,GBM Resources Ltd,Materials,,,,
GC1,Glennon Small Companies Ltd,,,,,
GCI,Gryphon Capital Income Trust,,,,,
GCR,Golden Cross Resources Ltd,Materials,,,,
GCY,Gascoyne Resources Ltd,Materials,,,,
GDF,Garda Property Group,Real Estate,,,,
GDG,Generation Development Group Ltd,Financials,,,,
GDI,GDI Property Group,Real Estate,,,,
GDX,Vaneck Vectors Gold Miners ETF,,,,,
GEAR,Betashares Geared Australian Equity Fund (Hedge Fund),,,,,
GED,Golden Deeps Ltd,Materials,,,,
GEM,G8 Education Ltd,Consumer Discretionary,,,,
GES,Genesis Resources Ltd,Materials,,,,
GEV,Global Energy Ventures Ltd,Energy,,,,
GFI,Global Fortune Investment Ltd,Materials,,,,
GFL,Global Masters Fund Ltd,,,,,
GGE,Grand Gulf Energy Ltd,Energy,,,,
GGG,Greenland Minerals Ltd,Materials,,,,
GGUS,Betashares Geared US EQ FND Currency Hdged HDG FND,,,,,
GGX,GAS2GRID Ltd,Energy,,,,
GIB,Gibb River Diamonds Ltd,Materials,,,,
GID,"Gi Dynamics, Inc",Health Care,,,,
GLA,Gladiator Resources Ltd,Materials,,,,
GLB,Globe International Ltd,Consumer Discretionary,,,,
GLE,GLG Corp Ltd,Consumer Discretionary,,,,
GLH,Global Health Ltd,Health Care,,,,
GLIN,AMP Cap Global Infrastructure Sec Fund,,,,,
GLL,Galilee Energy Ltd,Energy,,,,
GLN,Galan Lithium Ltd,Materials,,,,
GLV,Global Oil & Gas Ltd,Energy,,,,
GMA,Genworth Mortgage Insurance Australia Ltd,Financials,,,,
GMC,Gulf Manganese Corporation Ltd,Materials,,,,
GMD,Genesis Minerals Ltd,Materials,,,,
GME,GME Resources Ltd,Materials,,,,
GMG,Goodman Group,Real Estate,,,,
GML,Gateway Mining Ltd,Materials,,,,
GMN,Gold Mountain Ltd,Materials,,,,
GMR,Golden Rim Resources Ltd,Materials,,,,
GMV,G Medical Innovations Holdings Ltd,Health Care,,,,
GNC,Graincorp Ltd,Consumer Staples,,,,
GNE,Genesis Energy Ltd,Utilities,,,,
GNG,GR Engineering Services Ltd,Materials,,,,
GNM,Great Northern Minerals Ltd,Materials,,,,
GNX,GENEX Power Ltd,Utilities,,,,
GO2,The GO2 People Ltd,Industrials,,,,
GOLD,ETFs Metal Securities Australia Ltd,Financials,,,,
GOO,Gooroo Ventures Ltd,Information Technology,,,,
GOR,Gold Road Resources Ltd,Materials,,,,
GOVT,SPDR S&P/ASX Australian Government Bond Fund,,,,,
GOW,Gowing Bros Ltd,Financials,,,,
GOZ,Growthpoint Properties Australia,Real Estate,,,,
GPR,Geopacific Resources Ltd,Materials,,,,
GPS,GPS Alliance Holdings Ltd,Real Estate,,,,
GPT,GPT Group,Real Estate,,,,
GPX,Graphex Mining Ltd,Materials,,,,
GRB,Gage Roads Brewing Co Ltd,Consumer Staples,,,,
GRL,Godolphin Resources Ltd,Materials,,,,
GRNV,Vaneck Vectors MSCI Australian Sustainable Equity ETF,,,,,
GROW,Schroder Real Return Fund (Managed Fund),,,,,
GRR,Grange Resources Ltd,Materials,,,,
GRV,Greenvale Energy Ltd,Energy,,,,
GSM,Golden State Mining Ltd,Materials,,,,
GSN,Great Southern Mining Ltd,Materials,,,,
GSS,Genetic Signatures Ltd,Health Care,,,,
GSW,Getswift Ltd,Information Technology,,,,
GTE,Great Western Exploration Ltd,Materials,,,,
GTG,Genetic Technologies Ltd,Health Care,,,,
GTK,Gentrack Group Ltd,Information Technology,,,,
GTN,GTN Ltd,Communication Services,,,,
GTR,Gti Resources Ltd,Materials,,,,
GUD,G.U.D. Holdings Ltd,Consumer Discretionary,,,,
GUL,Gullewa Ltd,Materials,,,,
GVF,Global Value Fund Ltd,,,,,
GWA,GWA Group Ltd,Industrials,,,,
GWR,GWR Group Ltd,Materials,,,,
GXY,Galaxy Resources Ltd,Materials,,,,
HACK,Betashares Global Cybersecurity ETF,,,,,
HAS,Hastings Technology Metals Ltd,Materials,,,,
HAV,Havilah Resources Ltd,Materials,,,,
HAW,Hawthorn Resources Ltd,Materials,,,,
HBRD,Betashares Active Australian Hybrids Fund (Managed Fund),,,,,
HCD,Hydrocarbon Dynamics Ltd,Energy,,,,
HCH,Hot Chili Ltd,Materials,,,,
HCT,Holista Colltech Ltd,Consumer Staples,,,,
HE8,Helios Energy Ltd,Energy,,,,
HEUR,Betashares Europe ETF-Currency Hedged,,,,,
HFR,Highfield Resources Ltd,Materials,,,,
HGH,Heartland Group Holdings Ltd,Financials,,,,
HGL,Hudson Investment Group Ltd,Real Estate,,,,
HGM,High Grade Metals Ltd,Materials,,,,
HGO,Hillgrove Resources Ltd,Materials,,,,
HHM,Hampton Hill Mining NL,Materials,,,,
HHY,HHY Fund,,,,,
HIL,Hills Ltd,Information Technology,,,,
HIP,Hipo Resources Ltd,Materials,,,,
HIT,Hitech Group Australia Ltd,Industrials,,,,
HJPN,Betashares Japan ETF-Currency Hedged,,,,,
HLA,Healthia Ltd,Health Care,,,,
HLO,Helloworld Travel Ltd,Consumer Discretionary,,,,
HLS,Healius Ltd,Health Care,,,,
HLX,HELIX Resources Ltd,Materials,,,,
HM1,Hearts and Minds Investments Ltd,,,,,
HMC,Home Consortium,Real Estate,,,,
HMD,Heramed Ltd,Health Care,,,,
HMO,Hearmeout Ltd,Information Technology,,,,
HMX,Hammer Metals Ltd,Materials,,,,
HNG,HGL Ltd,Industrials,,,,
HNR,Hannans Ltd,Materials,,,,
HOG,Hawkley Oil and Gas Ltd,Energy,,,,
HOR,Horseshoe Metals Ltd,Materials,,,,
HOT,Hotcopper Holdings Ltd,Communication Services,,,,
HPI,Hotel Property Investments,Real Estate,,,,
HPR,High Peak Royalties Ltd,Energy,,,,
HRL,HRL Holdings Ltd,Industrials,,,,
HRN,Horizon Gold Ltd,Materials,,,,
HRR,Heron Resources Ltd,Materials,,,,
HRZ,Horizon Minerals Ltd,Materials,,,,
HSC,Homestay Care Ltd,Information Technology,,,,
HSN,Hansen Technologies Ltd,Information Technology,,,,
HT1,HT&E Ltd,Communication Services,,,,
HT8,Harris Technology Group Ltd,Consumer Discretionary,,,,
HTA,Hutchison Telecommunications (Australia) Ltd,,,,,
HTG,Harvest Technology Group Ltd,Information Technology,,,,
HUB,HUB24 Ltd,Financials,,,,
HUO,Huon Aquaculture Group Ltd,Consumer Staples,,,,
HVM,Happy Valley Nutrition Ltd,Consumer Staples,,,,
HVN,Harvey Norman Holdings Ltd,Consumer Discretionary,,,,
HVST,Betashares Australian Dividend Harvester Fund (Managed Fund),,,,,
HWH,Houston We Have Ltd,Information Technology,,,,
HWK,Hawkstone Mining Ltd,Materials,,,,
HXG,Hexagon Energy Materials Ltd,Materials,,,,
HYD,HYDRIX Ltd,Information Technology,,,,
HZN,Horizon Oil Ltd,Energy,,,,
HZR,HAZER Group Ltd,Materials,,,,
IAA,Ishares Asia 50 ETF,,,,,
IAF,Ishares Core Composite Bond ETF,,,,,
IAG,Insurance Australia Group Ltd,Financials,,,,
IAM,Intiger Group Ltd,Information Technology,,,,
IAP,Investec Australia Property Fund,Real Estate,,,,
IBC,Ironbark Capital Ltd,,,,,
IBG,Ironbark ZINC Ltd,Materials,,,,
IBX,Imagion Biosystems Ltd,Health Care,,,,
ICE,Icetana Ltd,Information Technology,,,,
ICG,Inca Minerals Ltd,Materials,,,,
ICI,Icandy Interactive Ltd,Communication Services,,,,
ICN,Icon Energy Ltd,Energy,,,,
ICQ,Icar Asia Ltd,Consumer Discretionary,,,,
ICS,Icsglobal Ltd,Health Care,,,,
ICT,Icollege Ltd,Consumer Discretionary,,,,
ICU,Isentric Ltd,Communication Services,,,,
ID8,Identitii Ltd,Information Technology,,,,
IDA,Indiana Resources Ltd,Materials,,,,
IDT,IDT Australia Ltd,Health Care,,,,
IDX,Integral Diagnostics Ltd,Health Care,,,,
IDZ,Indoor Skydive Australia Group Ltd,Consumer Discretionary,,,,
IEC,Intra Energy Corporation Ltd,Energy,,,,
IEL,Idp Education Ltd,Consumer Discretionary,,,,
IEM,Ishares MSCI Emerging Markets ETF,,,,,
IEQ,International Equities Corporation Ltd,Real Estate,,,,
IEU,Ishares Europe ETF,,,,,
IFL,IOOF Holdings Ltd,Financials,,,,
IFM,Infomedia Ltd,Information Technology,,,,
IFN,Infigen Energy,Utilities,,,,
IFRA,Vaneck Vectors Ftse Global Infrastructure (Hedged) ETF,,,,,
IFT,Infratil Ltd,Utilities,,,,
IGB,Ishares Treasury ETF,,,,,
IGE,Integrated Green Energy Solutions Ltd,Industrials,,,,
IGL,Ive Group Ltd,Communication Services,,,,
IGN,Ignite Ltd,Industrials,,,,
IGO,IGO Ltd,Materials,,,,
IHCB,Ishares Core Global Corporate Bond(Aud Hedged) ETF,,,,,
IHD,Ishares S&P/ASX Dividend Opportunities ETF,,,,,
IHEB,Ishares JP Morgan Usd Emerging MKT BND Aud HDG ETF,,,,,
IHHY,Ishares Global High Yield Bond (Aud Hedged) ETF,,,,,
IHL,Impression Healthcare Ltd,Health Care,,,,
IHOO,Ishares Global 100 Aud Hedged ETF,,,,,
IHR,Intellihr Ltd,Information Technology,,,,
IHVV,Ishares S&P 500 Aud Hedged ETF,,,,,
IHWL,Ishares Core MSCI World All Cap (Aud Hedged) ETF,,,,,
IIND,Betashares India Quality ETF,,,,,
IJH,Ishares S&P Mid-Cap ETF,,,,,
IJP,Ishares MSCI Japan ETF,,,,,
IJR,Ishares S&P Small-Cap ETF,,,,,
IKE,Ikegps Group Ltd,Information Technology,,,,
IKO,Ishares MSCI South Korea ETF,,,,,
IKW,Ikwezi Mining Ltd,Energy,,,,
ILB,Ishares Government Inflation ETF,,,,,
ILC,Ishares S&P/ASX 20 ETF,,,,,
ILU,Iluka Resources Ltd,Materials,,,,
IMA,Image Resources NL,Materials,,,,
IMC,Immuron Ltd,Health Care,,,,
IMD,IMDEX Ltd,Materials,,,,
IME,Imexhs Ltd,Health Care,,,,
IMM,Immutep Ltd,Health Care,,,,
IMPQ,Einvest Future Impact Small Caps Fund (Managed Fund),,,,,
IMR,"Imricor Medical Systems, Inc",Health Care,,,,
IMS,Impelus Ltd,Communication Services,,,,
IMU,Imugene Ltd,Health Care,,,,
INA,Ingenia Communities Group,Real Estate,,,,
INCM,Betashares Global Income Leaders ETF,,,,,
INES,Intelligent Investor Ethical Share Fund (Managed Fund),,,,,
INF,Infinity Lithium Corporation Ltd,Materials,,,,
ING,Inghams Group Ltd,Consumer Staples,,,,
INIF,Intelligent Investor Aus Equity Income Fund (Managed Fund),,,,,
INP,Incentiapay Ltd,Consumer Discretionary,,,,
INR,Ioneer Ltd,Materials,,,,
INV,Investsmart Group Ltd,Financials,,,,
IOD,Iodm Ltd,Information Technology,,,,
IOO,Ishares Global 100 ETF,,,,,
IOZ,Ishares Core S&P/ASX 200 ETF,,,,,
IP1,Integrated Payment Technologies Ltd,Information Technology,,,,
IPB,IPB Petroleum Ltd,Energy,,,,
IPC,Imperial Pacific Ltd,Financials,,,,
IPD,Impedimed Ltd,Health Care,,,,
IPH,IPH Ltd,Industrials,,,,
IPL,Incitec Pivot Ltd,Materials,,,,
IPT,Impact Minerals Ltd,Materials,,,,
IQ3,IQ3CORP Ltd,Financials,,,,
IRD,Iron Road Ltd,Materials,,,,
IRE,Iress Ltd,Information Technology,,,,
IRI,Integrated Research Ltd,Information Technology,,,,
IS3,I Synergy Group Ltd,Information Technology,,,,
ISD,Isentia Group Ltd,Information Technology,,,,
ISEC,Ishares Enhanced Cash ETF,,,,,
ISO,Ishares S&P/ASX Small Ordinaries ETF,,,,,
ISU,Iselect Ltd,Consumer Discretionary,,,,
ISX,Isignthis Ltd,Information Technology,,,,
ITG,Intega Group Ltd,Industrials,,,,
IVC,Invocare Ltd,Consumer Discretionary,,,,
IVE,Ishares MSCI Eafe ETF,,,,,
IVO,Invigor Group Ltd,Communication Services,,,,
IVQ,Invitrocue Ltd,Health Care,,,,
IVR,Investigator Resources Ltd,Materials,,,,
IVT,Inventis Ltd,Industrials,,,,
IVV,Ishares S&P 500 ETF,,,,,
IVX,Invion Ltd,Health Care,,,,
IVZ,Invictus Energy Ltd,Energy,,,,
IWLD,Ishares Core MSCI World All Cap ETF,,,,,
IXC,INVEX Therapeutics Ltd,Health Care,,,,
IXI,Ishares Global Consumer Staples ETF,,,,,
IXJ,Ishares Global Healthcare ETF,,,,,
IXR,Ionic Rare EARTHS Ltd,Materials,,,,
IXU,Ixup Ltd,Information Technology,,,,
IZZ,Ishares China Large-Cap ETF,,,,,
JAL,Jameson Resources Ltd,Materials,,,,
JAN,Janison Education Group Ltd,Information Technology,,,,
JAT,Jatenergy Ltd,Consumer Discretionary,,,,
JAY,Jayride Group Ltd,Consumer Discretionary,,,,
JBH,JB Hi-Fi Ltd,Consumer Discretionary,,,,
JCI,Jiancheng International Group Ltd,Industrials,,,,
JCS,Jcurve Solutions Ltd,Information Technology,,,,
JDR,Jadar Resources Ltd,Materials,,,,
JHC,Japara Healthcare Ltd,Health Care,,,,
JHG,Janus Henderson Group Plc,Financials,,,,
JHL,JAYEX Healthcare Ltd,Health Care,,,,
JHX,James Hardie Industries Plc,Materials,,,,
JIN,Jumbo Interactive Ltd,Consumer Discretionary,,,,
JIP,Jack-in Group Ltd,Industrials,,,,
JJF,Jiajiafu Modern Agriculture Ltd,Consumer Staples,,,,
JKA,Jacka Resources Ltd,Energy,,,,
JLG,Johns LYNG Group Ltd,Industrials,,,,
JMS,Jupiter Mines Ltd,Materials,,,,
JPR,Jupiter Energy Ltd,Energy,,,,
JRL,Jindalee Resources Ltd,Materials,,,,
JRV,Jervois Mining Ltd,Materials,,,,
JXT,Jaxsta Ltd,Information Technology,,,,
JYC,Joyce Corporation Ltd,Consumer Discretionary,,,,
K2F,K2FLY Ltd,Information Technology,,,,
KAI,Kairos Minerals Ltd,Materials,,,,
KAM,K2 Asset Management Holdings Ltd,Financials,,,,
KAR,Karoon Energy Ltd,Energy,,,,
KAS,Kasbah Resources Ltd,Materials,,,,
KAT,Katana Capital Ltd,,,,,
KAU,Kaiser Reef Ltd,Materials,,,,
KBC,Keybridge Capital Ltd,Financials,,,,
KCN,Kingsgate Consolidated Ltd,Materials,,,,
KEY,KEY Petroleum Ltd,Energy,,,,
